Entity,Code,Year,"Deaths - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate) (deaths per 100,000)"
Mali,MLI,2010,82.1619622619
Mali,MLI,2016,89.727623073
Malta,MLT,1990,48.7618755439
Malta,MLT,1995,39.7961061767
Malta,MLT,2000,37.489719672
Malta,MLT,2005,27.193609072599997
Malta,MLT,2006,26.911234808599996
Malta,MLT,2010,25.9232826604
Malta,MLT,2016,20.246322348699998
Marshall Islands,MHL,1990,46.9770144707
Marshall Islands,MHL,1995,47.241406941600005
Marshall Islands,MHL,2000,46.3338600325
Marshall Islands,MHL,2005,51.0634253456
Marshall Islands,MHL,2006,48.6409594589
Marshall Islands,MHL,2010,40.5396742344
Marshall Islands,MHL,2016,40.8059837955
Mauritania,MRT,1990,144.488794928
Mauritania,MRT,1995,137.990175859
Mauritania,MRT,2000,126.655725232
Mauritania,MRT,2005,102.36368944899999
Mauritania,MRT,2006,100.548781705
Mauritania,MRT,2010,97.6882804819
Mauritania,MRT,2016,107.373889393
Mauritius,MUS,1990,88.68442827060001
Mauritius,MUS,1995,81.8160704508
Mauritius,MUS,2000,73.3759923244
Mauritius,MUS,2005,57.043903355299996
Mauritius,MUS,2006,51.5278270845
Mauritius,MUS,2010,35.9187286994
Mauritius,MUS,2016,32.9161503551
Mexico,MEX,1990,38.8436375087
Mexico,MEX,1995,38.8292918175
Mexico,MEX,2000,35.3155164514
Mexico,MEX,2005,32.4871269878
Mexico,MEX,2006,30.831841912499996
Mexico,MEX,2010,27.9939799622
Mexico,MEX,2016,25.751325719900002
Micronesia (country),FSM,1990,54.6811980382
Micronesia (country),FSM,1995,51.844188934099996
Micronesia (country),FSM,2000,49.376269679900005
Micronesia (country),FSM,2005,48.6967219538
Micronesia (country),FSM,2006,46.215247676
Micronesia (country),FSM,2010,38.2500743894
Micronesia (country),FSM,2016,45.054083440700005
Moldova,MDA,1990,120.63609952
Moldova,MDA,1995,131.72236136400002
Moldova,MDA,2000,101.11329875900002
Moldova,MDA,2005,91.5862742698
Moldova,MDA,2006,89.2264869312
Moldova,MDA,2010,85.50313817569999
Moldova,MDA,2016,69.1804708003
Mongolia,MNG,1990,89.70032220670001
Mongolia,MNG,1995,96.4369429803
Mongolia,MNG,2000,105.01209139100001
Mongolia,MNG,2005,101.60376443899999
Mongolia,MNG,2006,99.2164397775
Mongolia,MNG,2010,88.9830546075
Mongolia,MNG,2016,89.63698767839999
Montenegro,MNE,1990,59.7897900627
Montenegro,MNE,1995,61.5489642947
Montenegro,MNE,2000,60.413982917599995
Montenegro,MNE,2005,54.0182117502
Montenegro,MNE,2006,53.6556353523
Montenegro,MNE,2010,52.452553908599995
Montenegro,MNE,2016,48.772600353099996
Morocco,MAR,1990,67.3112117454
Morocco,MAR,1995,64.0081893646
Morocco,MAR,2000,59.268559340900005
Morocco,MAR,2005,55.3791638766
Morocco,MAR,2006,54.3174630941
Morocco,MAR,2010,49.89194492960001
Morocco,MAR,2016,51.317494152399995
Mozambique,MOZ,1990,80.4088896431
Mozambique,MOZ,1995,75.1410360385
Mozambique,MOZ,2000,67.78248087979999
Mozambique,MOZ,2005,58.1035435653
Mozambique,MOZ,2006,56.5614268228
Mozambique,MOZ,2010,51.6459268688
Mozambique,MOZ,2016,51.1151711163
Myanmar,MMR,1990,106.58405117899999
Myanmar,MMR,1995,105.60462170400001
Myanmar,MMR,2000,103.44704395
Myanmar,MMR,2005,98.4759894976
Myanmar,MMR,2006,95.1411779802
Myanmar,MMR,2010,84.0812241466
Myanmar,MMR,2016,74.8199699377
Namibia,NAM,1990,100.004715059
Namibia,NAM,1995,96.4235218882
Namibia,NAM,2000,104.94852953899999
Namibia,NAM,2005,90.07297943420001
Namibia,NAM,2006,85.6755695681
Namibia,NAM,2010,68.2805501652
Namibia,NAM,2016,63.2740650926
Nepal,NPL,1990,135.643495595
Nepal,NPL,1995,130.062917244
Nepal,NPL,2000,126.991534605
Nepal,NPL,2005,127.93737986000001
Nepal,NPL,2006,126.76773804400001
Nepal,NPL,2010,122.052102989
Nepal,NPL,2016,121.67025960100001
Netherlands,NLD,1990,43.172991920899996
Netherlands,NLD,1995,39.2589260756
Netherlands,NLD,2000,35.0876128704
Netherlands,NLD,2005,28.0754128709
Netherlands,NLD,2006,26.6147468628
Netherlands,NLD,2010,22.992815164
Netherlands,NLD,2016,20.4254372797
New Zealand,NZL,1990,22.4152054221
New Zealand,NZL,1995,18.9957505864
New Zealand,NZL,2000,15.0993226752
New Zealand,NZL,2005,12.006159334000001
New Zealand,NZL,2006,11.2298452604
New Zealand,NZL,2010,8.23247632074
New Zealand,NZL,2016,7.91348860377
Nicaragua,NIC,1990,38.6348217948
Nicaragua,NIC,1995,39.796182784
Nicaragua,NIC,2000,36.3960666015
Nicaragua,NIC,2005,34.971303843
Nicaragua,NIC,2006,33.3947171515
Nicaragua,NIC,2010,28.70374636
Nicaragua,NIC,2016,26.618967167
Niger,NER,1990,192.231212634
Niger,NER,1995,180.23108088400002
Niger,NER,2000,165.741821894
Niger,NER,2005,149.089108454
Niger,NER,2006,149.631937947
Niger,NER,2010,141.64109857100001
Niger,NER,2016,157.874540411
Nigeria,NGA,1990,126.291368332
Nigeria,NGA,1995,120.148653339
Nigeria,NGA,2000,113.018034841
Nigeria,NGA,2005,92.7683992087
Nigeria,NGA,2006,89.8486578107
Nigeria,NGA,2010,77.6648526545
Nigeria,NGA,2016,93.4941751772
North Africa and Middle East,,1990,98.21871163489999
North Africa and Middle East,,1995,95.538812023
North Africa and Middle East,,2000,88.75024243429999
North Africa and Middle East,,2005,82.2026930218
North Africa and Middle East,,2006,81.8154318725
North Africa and Middle East,,2010,80.033066433
North Africa and Middle East,,2016,77.3812893768
North America,,1990,34.464633506700004
North America,,1995,31.1703804696
North America,,2000,28.1558368825
North America,,2005,24.1607334931
North America,,2006,22.6019922447
North America,,2010,17.9000513626
North America,,2016,18.2686444091
North Korea,PRK,1990,91.3427332541
North Korea,PRK,1995,91.0897623962
North Korea,PRK,2000,98.0745110072
North Korea,PRK,2005,101.735091246
North Korea,PRK,2006,101.33581232799999
North Korea,PRK,2010,99.61291356310001
North Korea,PRK,2016,103.029146078
Northern Ireland,,1990,49.7618321604
Northern Ireland,,1995,41.921127990100004
Northern Ireland,,2000,33.6598788389
Northern Ireland,,2005,25.5665086618
Northern Ireland,,2006,24.4354375076
Northern Ireland,,2010,20.552031267100002
Northern Ireland,,2016,19.608478129799998
Northern Mariana Islands,MNP,1990,37.745050439
Northern Mariana Islands,MNP,1995,32.1110764899
Northern Mariana Islands,MNP,2000,28.7475155084
Northern Mariana Islands,MNP,2005,28.0162156675
Northern Mariana Islands,MNP,2006,27.6252558939
Northern Mariana Islands,MNP,2010,26.9037794943
Northern Mariana Islands,MNP,2016,29.3150972939
Norway,NOR,1990,33.6180427561
Norway,NOR,1995,28.631224878
Norway,NOR,2000,23.8476419048
Norway,NOR,2005,17.7440461502
Norway,NOR,2006,17.2086839335
Norway,NOR,2010,15.6303527034
Norway,NOR,2016,12.0345983904
Oceania,,1990,78.3149863929
Oceania,,1995,76.0062507096
Oceania,,2000,74.71780674530001
Oceania,,2005,69.6713764396
Oceania,,2006,67.4843274934
Oceania,,2010,57.88574901090001
Oceania,,2016,63.030135170799994
Oman,OMN,1990,104.560533245
Oman,OMN,1995,97.3531981681
Oman,OMN,2000,89.36380414060001
Oman,OMN,2005,77.0666502954
Oman,OMN,2006,75.8061297793
Oman,OMN,2010,71.9933498386
Oman,OMN,2016,71.7074898686
Pakistan,PAK,1990,124.707264139
Pakistan,PAK,1995,141.901879431
Pakistan,PAK,2000,146.524892328
Pakistan,PAK,2005,138.06907533
Pakistan,PAK,2006,135.674214484
Pakistan,PAK,2010,127.522173042
Pakistan,PAK,2016,125.98468382099999
Palestine,PSE,1990,77.631211971
Palestine,PSE,1995,77.27682278159999
Palestine,PSE,2000,81.94725313400001
Palestine,PSE,2005,77.8939981015
Palestine,PSE,2006,77.66708822240001
Palestine,PSE,2010,81.23979393
Palestine,PSE,2016,86.1029168454
Panama,PAN,1990,36.433274085
Panama,PAN,1995,32.769415227500005
Panama,PAN,2000,26.9888169362
Panama,PAN,2005,23.8128919784
Panama,PAN,2006,22.4996070084
Panama,PAN,2010,18.2408530562
Panama,PAN,2016,19.6612745296
Papua New Guinea,PNG,1990,117.25148936400001
Papua New Guinea,PNG,1995,112.84935457899999
Papua New Guinea,PNG,2000,110.688260759
Papua New Guinea,PNG,2005,101.34431445300001
Papua New Guinea,PNG,2006,98.74525708690001
Papua New Guinea,PNG,2010,86.8529145215
Papua New Guinea,PNG,2016,93.4911378131
Paraguay,PRY,1990,48.612849510100006
Paraguay,PRY,1995,50.28562153400001
Paraguay,PRY,2000,46.3103324984
Paraguay,PRY,2005,45.484604349399994
Paraguay,PRY,2006,44.2858324433
Paraguay,PRY,2010,39.9410661472
Paraguay,PRY,2016,43.7549059138
Peru,PER,1990,61.255752775
Peru,PER,1995,61.021715658299996
Peru,PER,2000,51.569556312500005
Peru,PER,2005,48.869259080199996
Peru,PER,2006,45.8493340458
Peru,PER,2010,38.6878328701
Peru,PER,2016,31.8242334488
Philippines,PHL,1990,86.7691491059
Philippines,PHL,1995,88.3063904773
Philippines,PHL,2000,94.75034023
Philippines,PHL,2005,104.511016203
Philippines,PHL,2006,102.26414494
Philippines,PHL,2010,93.7602919714
Philippines,PHL,2016,87.35301802730001
Poland,POL,1990,108.78028327
Poland,POL,1995,88.47905638499999
Poland,POL,2000,67.3099843702
Poland,POL,2005,56.39127879520001
Poland,POL,2006,55.9114427898
Poland,POL,2010,52.1838416157
Poland,POL,2016,42.4118777738
Portugal,PRT,1990,34.9345471651
Portugal,PRT,1995,30.9869383374
Portugal,PRT,2000,27.029048335000002
Portugal,PRT,2005,22.8289686347
Portugal,PRT,2006,21.5043599981
Portugal,PRT,2010,17.872899621200002
Portugal,PRT,2016,15.530005212299999
Puerto Rico,PRI,1990,40.2085464107
Puerto Rico,PRI,1995,37.6430411793
Puerto Rico,PRI,2000,35.5105294838
Puerto Rico,PRI,2005,28.872277689
Puerto Rico,PRI,2006,27.6154292574
Puerto Rico,PRI,2010,24.4322893015
Puerto Rico,PRI,2016,24.982012657499997
Qatar,QAT,1990,85.9451420477
Qatar,QAT,1995,90.0607209205
Qatar,QAT,2000,82.6324110078
Qatar,QAT,2005,68.802654444
Qatar,QAT,2006,65.9177924388
Qatar,QAT,2010,53.100455224
Qatar,QAT,2016,51.669803464100006
Romania,ROU,1990,104.064377042
Romania,ROU,1995,97.2618555055
Romania,ROU,2000,78.244734981
Romania,ROU,2005,64.66342820669999
Romania,ROU,2006,62.8141027949
Romania,ROU,2010,60.744399393900004
Romania,ROU,2016,51.065809245500006
Russia,RUS,1990,83.6535112837
Russia,RUS,1995,97.5062293268
Russia,RUS,2000,90.4531376566
Russia,RUS,2005,87.9101704907
Russia,RUS,2006,81.49529571080001
Russia,RUS,2010,72.2854178544
Russia,RUS,2016,60.6892528398
Rwanda,RWA,1990,139.395457163
Rwanda,RWA,1995,147.84359140200002
Rwanda,RWA,2000,124.32350128099999
Rwanda,RWA,2005,89.75931891100001
Rwanda,RWA,2006,86.0712471922
Rwanda,RWA,2010,73.1550671542
Rwanda,RWA,2016,72.95043462080001
Saint Lucia,LCA,1990,47.8073495493
Saint Lucia,LCA,1995,39.110842617299994
Saint Lucia,LCA,2000,32.0414026697
Saint Lucia,LCA,2005,30.371641297
Saint Lucia,LCA,2006,28.482645964
Saint Lucia,LCA,2010,22.454401445600002
Saint Lucia,LCA,2016,24.6350654045
Saint Vincent and the Grenadines,VCT,1990,52.898038454600005
Saint Vincent and the Grenadines,VCT,1995,51.2899990442
Saint Vincent and the Grenadines,VCT,2000,47.5597375626
Saint Vincent and the Grenadines,VCT,2005,42.3968508047
Saint Vincent and the Grenadines,VCT,2006,41.4821927688
Saint Vincent and the Grenadines,VCT,2010,37.645123585200004
Saint Vincent and the Grenadines,VCT,2016,41.7070198288
Samoa,WSM,1990,14.309552437999999
Samoa,WSM,1995,13.985355318
Samoa,WSM,2000,13.4441306965
Samoa,WSM,2005,12.983335582
Samoa,WSM,2006,10.4214290176
Samoa,WSM,2010,5.60080979117
Samoa,WSM,2016,8.1777283999
Sao Tome and Principe,STP,1990,64.3794168978
Sao Tome and Principe,STP,1995,64.9463278601
Sao Tome and Principe,STP,2000,67.0064177703
Sao Tome and Principe,STP,2005,62.07823177430001
Sao Tome and Principe,STP,2006,59.974117804100004
Sao Tome and Principe,STP,2010,50.7649164294
Sao Tome and Principe,STP,2016,52.9355799863
Saudi Arabia,SAU,1990,96.1961586691
Saudi Arabia,SAU,1995,101.303786478
Saudi Arabia,SAU,2000,112.20559535500001
Saudi Arabia,SAU,2005,104.23115761300001
Saudi Arabia,SAU,2006,104.09148579500001
Saudi Arabia,SAU,2010,103.05096722100001
Saudi Arabia,SAU,2016,94.262194034
Scotland,,1990,55.6939066651
Scotland,,1995,46.2365480173
Scotland,,2000,36.6196581945
Scotland,,2005,29.574798660800003
Scotland,,2006,28.0920097409
Scotland,,2010,23.773937211899998
Scotland,,2016,21.9243775648
Senegal,SEN,1990,101.613801992
Senegal,SEN,1995,98.8747565765
Senegal,SEN,2000,99.8332935893
Senegal,SEN,2005,86.6385782069
Senegal,SEN,2006,87.5493257833
Senegal,SEN,2010,88.02216783269999
Senegal,SEN,2016,104.91405937100001
Serbia,SRB,1990,67.3154559518
Serbia,SRB,1995,68.3021223586
Serbia,SRB,2000,65.7532132522
Serbia,SRB,2005,55.66585135099999
Serbia,SRB,2006,54.444770625299995
Serbia,SRB,2010,50.731631904
Serbia,SRB,2016,41.785991349700005
Seychelles,SYC,1990,63.3037735015
Seychelles,SYC,1995,59.695116775100004
Seychelles,SYC,2000,52.411754001599995
Seychelles,SYC,2005,49.0625093027
Seychelles,SYC,2006,46.2448515528
Seychelles,SYC,2010,37.9931790637
Seychelles,SYC,2016,35.0799936987
Sierra Leone,SLE,1990,99.28821096569999
Sierra Leone,SLE,1995,94.8786002162
Sierra Leone,SLE,2000,94.5364622023
Sierra Leone,SLE,2005,85.57965869040001
Sierra Leone,SLE,2006,86.3232024674
Sierra Leone,SLE,2010,90.24424415899999
Sierra Leone,SLE,2016,108.71982982200001
Singapore,SGP,1990,60.119310372099996
Singapore,SGP,1995,50.522219465000006
Singapore,SGP,2000,40.059063034800005
Singapore,SGP,2005,40.5553515971
Singapore,SGP,2006,38.0729150202
Singapore,SGP,2010,25.883922596
Singapore,SGP,2016,27.098284778700002
Slovakia,SVK,1990,110.33731735600001
Slovakia,SVK,1995,86.566933475
Slovakia,SVK,2000,73.15247839199999
Slovakia,SVK,2005,64.395105298
Slovakia,SVK,2006,63.1554016818
Slovakia,SVK,2010,55.7641974881
Slovakia,SVK,2016,46.847564837600004
Slovenia,SVN,1990,57.7700793268
Slovenia,SVN,1995,49.267095605499996
Slovenia,SVN,2000,37.942342443099996
Slovenia,SVN,2005,31.266987033499998
Slovenia,SVN,2006,29.5708265573
Slovenia,SVN,2010,24.4368552462
Slovenia,SVN,2016,22.041345875999998
Solomon Islands,SLB,1990,49.7292403173
Solomon Islands,SLB,1995,47.824349528199996
Solomon Islands,SLB,2000,46.7244735901
Solomon Islands,SLB,2005,54.899937991
Solomon Islands,SLB,2006,51.277000189300004
Solomon Islands,SLB,2010,38.314466202
Solomon Islands,SLB,2016,53.510848599000006
Somalia,SOM,1990,101.48518825699999
Somalia,SOM,1995,100.39325701199999
Somalia,SOM,2000,96.967895873
Somalia,SOM,2005,85.1076520655
Somalia,SOM,2006,84.50771614029999
Somalia,SOM,2010,82.152606265
Somalia,SOM,2016,88.4662636604
South Africa,ZAF,1990,68.1694669204
South Africa,ZAF,1995,68.0335049505
South Africa,ZAF,2000,89.7144559252
South Africa,ZAF,2005,83.6575357186
South Africa,ZAF,2006,82.27370812299999
South Africa,ZAF,2010,69.3270594018
South Africa,ZAF,2016,61.007925110100004
South Asia,,1990,146.840273869
South Asia,,1995,142.24244239200002
South Asia,,2000,136.235587465
South Asia,,2005,127.774018515
South Asia,,2006,126.867017934
South Asia,,2010,122.95059621499999
South Asia,,2016,123.345412619
South Korea,KOR,1990,63.6723743626
South Korea,KOR,1995,49.5351689456
South Korea,KOR,2000,40.4745151101
South Korea,KOR,2005,31.1183343975
South Korea,KOR,2006,29.549955792200002
South Korea,KOR,2010,24.8401374025
South Korea,KOR,2016,24.4858029491
South Sudan,SSD,1990,99.59369042130001
South Sudan,SSD,1995,102.44876169599999
South Sudan,SSD,2000,96.6952218469
South Sudan,SSD,2005,81.3332349622
South Sudan,SSD,2006,82.3733973576
South Sudan,SSD,2010,80.0870996904
South Sudan,SSD,2016,90.939168697
Southeast Asia,,1990,68.22756061640001
Southeast Asia,,1995,66.7174212518
Southeast Asia,,2000,65.7120907577
Southeast Asia,,2005,66.0262773611
Southeast Asia,,2006,64.4060474617
Southeast Asia,,2010,57.711551791699996
Southeast Asia,,2016,53.4548463422
Southern Latin America,,1990,48.9703955676
Southern Latin America,,1995,43.7015964899
Southern Latin America,,2000,39.1848203862
Southern Latin America,,2005,35.1300393255
Southern Latin America,,2006,34.2804666783
Southern Latin America,,2010,31.8737896397
Southern Latin America,,2016,28.585540799700002
Southern Sub-Saharan Africa,,1990,68.3573928271
Southern Sub-Saharan Africa,,1995,67.8049254254
Southern Sub-Saharan Africa,,2000,89.5770524278
Southern Sub-Saharan Africa,,2005,85.24318746050001
Southern Sub-Saharan Africa,,2006,83.4330247944
Southern Sub-Saharan Africa,,2010,71.292030594
Southern Sub-Saharan Africa,,2016,63.4917252894
Spain,ESP,1990,25.963918787799997
Spain,ESP,1995,22.4804637576
Spain,ESP,2000,20.14874986
Spain,ESP,2005,17.4126071049
Spain,ESP,2006,16.4932745191
Spain,ESP,2010,13.7411292515
Spain,ESP,2016,12.248742212399998
Sri Lanka,LKA,1990,61.2472011285
Sri Lanka,LKA,1995,55.1494089434
Sri Lanka,LKA,2000,56.117208910500004
Sri Lanka,LKA,2005,50.874566742800006
Sri Lanka,LKA,2006,50.051477969800004
Sri Lanka,LKA,2010,44.8348691888
Sri Lanka,LKA,2016,37.5575097067
Sub-Saharan Africa,,1990,105.26748539599998
Sub-Saharan Africa,,1995,102.987421091
Sub-Saharan Africa,,2000,102.398179427
Sub-Saharan Africa,,2005,89.4787140376
Sub-Saharan Africa,,2006,87.9531091745
Sub-Saharan Africa,,2010,80.6735190029
Sub-Saharan Africa,,2016,86.420156167
Sudan,SDN,1990,143.808203309
Sudan,SDN,1995,141.285856146
Sudan,SDN,2000,132.708132297
Sudan,SDN,2005,121.006181145
Sudan,SDN,2006,119.297283444
Sudan,SDN,2010,109.06003793
Sudan,SDN,2016,111.177117607
Suriname,SUR,1990,61.894776665500004
Suriname,SUR,1995,59.975169142
Suriname,SUR,2000,61.029032740599995
Suriname,SUR,2005,47.6891127891
Suriname,SUR,2006,46.1888025166
Suriname,SUR,2010,39.9526367263
Suriname,SUR,2016,45.746524700500004
Swaziland,SWZ,1990,88.1917803191
Swaziland,SWZ,1995,79.8410588058
Swaziland,SWZ,2000,97.3122914694
Swaziland,SWZ,2005,107.390029781
Swaziland,SWZ,2006,103.00351438
Swaziland,SWZ,2010,85.4903974961
Swaziland,SWZ,2016,74.3386681267
Sweden,SWE,1990,20.7853412395
Sweden,SWE,1995,16.289103264799998
Sweden,SWE,2000,13.310913780300002
Sweden,SWE,2005,9.56165995748
Sweden,SWE,2006,9.23751643054
Sweden,SWE,2010,8.19008763702
Sweden,SWE,2016,6.80110336964
Switzerland,CHE,1990,30.422806277
Switzerland,CHE,1995,25.813904045099996
Switzerland,CHE,2000,20.779151367799997
Switzerland,CHE,2005,16.8814605654
Switzerland,CHE,2006,16.3004248913
Switzerland,CHE,2010,14.4085309633
Switzerland,CHE,2016,12.363297817800001
Syria,SYR,1990,94.0318352099
Syria,SYR,1995,91.2064344393
Syria,SYR,2000,88.7483207765
Syria,SYR,2005,78.8251074044
Syria,SYR,2006,77.8618822217
Syria,SYR,2010,76.95216157269999
Syria,SYR,2016,75.9443537222
Taiwan,TWN,1990,51.292376623399996
Taiwan,TWN,1995,46.746383138
Taiwan,TWN,2000,41.2115033693
Taiwan,TWN,2005,38.023067811800004
Taiwan,TWN,2006,36.7847831077
Taiwan,TWN,2010,34.159465140600005
Taiwan,TWN,2016,31.003136270000002
Tajikistan,TJK,1990,164.378538526
Tajikistan,TJK,1995,165.53963482
Tajikistan,TJK,2000,165.92480308
Tajikistan,TJK,2005,140.484291642
Tajikistan,TJK,2006,133.793997831
Tajikistan,TJK,2010,124.55594593400001
Tajikistan,TJK,2016,112.644125223
Tanzania,TZA,1990,78.1827104634
Tanzania,TZA,1995,78.6013500808
Tanzania,TZA,2000,75.438511012
Tanzania,TZA,2005,66.8176873101
Tanzania,TZA,2006,66.1499541329
Tanzania,TZA,2010,62.67431233800001
Tanzania,TZA,2016,59.9356033486
Thailand,THA,1990,51.3831600555
Thailand,THA,1995,49.4398398986
Thailand,THA,2000,46.028201797
Thailand,THA,2005,44.2825645999
Thailand,THA,2006,43.2155307199
Thailand,THA,2010,36.087091192
Thailand,THA,2016,33.5869568707
Timor,TLS,1990,77.1566347494
Timor,TLS,1995,70.7208055041
Timor,TLS,2000,65.3111124806
Timor,TLS,2005,60.6797634896
Timor,TLS,2006,56.624785544199995
Timor,TLS,2010,49.25763934060001
Timor,TLS,2016,44.5192171615
Togo,TGO,1990,123.11796777800001
Togo,TGO,1995,122.908952668
Togo,TGO,2000,122.636227531
Togo,TGO,2005,105.96371426099999
Togo,TGO,2006,103.973275814
Togo,TGO,2010,101.729730102
Togo,TGO,2016,130.781622796
Tonga,TON,1990,17.037354203
Tonga,TON,1995,17.210932205
Tonga,TON,2000,16.6236057821
Tonga,TON,2005,15.022778603199999
Tonga,TON,2006,12.3552617286
Tonga,TON,2010,7.539596886960001
Tonga,TON,2016,7.66732357684
Trinidad and Tobago,TTO,1990,65.5011467347
Trinidad and Tobago,TTO,1995,62.973533909900006
Trinidad and Tobago,TTO,2000,56.314436069500005
Trinidad and Tobago,TTO,2005,39.885881083899996
Trinidad and Tobago,TTO,2006,37.6417044713
Trinidad and Tobago,TTO,2010,31.217861906400003
Trinidad and Tobago,TTO,2016,35.6555229663
Tropical Latin America,,1990,59.6727527247
Tropical Latin America,,1995,56.1440878971
Tropical Latin America,,2000,50.8477862162
Tropical Latin America,,2005,39.5122324336
Tropical Latin America,,2006,37.1915002545
Tropical Latin America,,2010,29.361295483899998
Tropical Latin America,,2016,28.792068619200002
Tunisia,TUN,1990,78.332018542
Tunisia,TUN,1995,76.2286830579
Tunisia,TUN,2000,62.0104997775
Tunisia,TUN,2005,51.961847448099995
Tunisia,TUN,2006,52.1152008011
Tunisia,TUN,2010,52.927508201100004
Tunisia,TUN,2016,51.8421471719
Turkey,TUR,1990,69.5747194705
Turkey,TUR,1995,66.7136569825
Turkey,TUR,2000,55.2086881538
Turkey,TUR,2005,43.2942716149
Turkey,TUR,2006,42.0276740415
Turkey,TUR,2010,41.6568684559
Turkey,TUR,2016,40.699255546
Turkmenistan,TKM,1990,146.627199522
Turkmenistan,TKM,1995,153.018371193
Turkmenistan,TKM,2000,144.34376762300002
Turkmenistan,TKM,2005,105.33830129200001
Turkmenistan,TKM,2006,105.368045663
Turkmenistan,TKM,2010,103.812211126
Turkmenistan,TKM,2016,99.74853998469999
Uganda,UGA,1990,136.269934481
Uganda,UGA,1995,131.50616903600002
Uganda,UGA,2000,119.37953764900001
Uganda,UGA,2005,106.415212702
Uganda,UGA,2006,105.044442344
Uganda,UGA,2010,94.4192398886
Uganda,UGA,2016,97.63427609380001
Ukraine,UKR,1990,103.55610547799999
Ukraine,UKR,1995,116.55516580899999
Ukraine,UKR,2000,102.511420284
Ukraine,UKR,2005,99.29455517
Ukraine,UKR,2006,95.453514519
Ukraine,UKR,2010,83.9197913712
Ukraine,UKR,2016,73.8721703411
United Arab Emirates,ARE,1990,104.35393623600001
United Arab Emirates,ARE,1995,103.231973136
United Arab Emirates,ARE,2000,94.433396205
United Arab Emirates,ARE,2005,77.9771245273
United Arab Emirates,ARE,2006,77.948422631
United Arab Emirates,ARE,2010,82.3616698094
United Arab Emirates,ARE,2016,93.69906772739999
United Kingdom,GBR,1990,49.75296172659999
United Kingdom,GBR,1995,42.844192472100005
United Kingdom,GBR,2000,34.5884370151
United Kingdom,GBR,2005,27.112599397900002
United Kingdom,GBR,2006,25.675344907499998
United Kingdom,GBR,2010,21.693898193499997
United Kingdom,GBR,2016,19.8559926892
United States,USA,1990,35.6259560313
United States,USA,1995,32.2918706986
United States,USA,2000,29.3047318545
United States,USA,2005,25.166756134299998
United States,USA,2006,23.538164552
United States,USA,2010,18.631373916999998
United States,USA,2016,19.1130387821
United States Virgin Islands,VIR,1990,46.9418256358
United States Virgin Islands,VIR,1995,45.4836197805
United States Virgin Islands,VIR,2000,44.333711874500004
United States Virgin Islands,VIR,2005,38.9405800676
United States Virgin Islands,VIR,2006,38.1018305254
United States Virgin Islands,VIR,2010,35.088797859
United States Virgin Islands,VIR,2016,36.446399181699995
Uruguay,URY,1990,42.6425229301
Uruguay,URY,1995,39.71360723
Uruguay,URY,2000,34.6271736631
Uruguay,URY,2005,29.418106025600004
Uruguay,URY,2006,28.6026781375
Uruguay,URY,2010,25.9655107916
Uruguay,URY,2016,22.869027701900002
Uzbekistan,UZB,1990,121.81744436199999
Uzbekistan,UZB,1995,138.180119496
Uzbekistan,UZB,2000,137.35061090599999
Uzbekistan,UZB,2005,127.50254254400001
Uzbekistan,UZB,2006,123.685201584
Uzbekistan,UZB,2010,111.658285099
Uzbekistan,UZB,2016,107.94674382400001
Vanuatu,VUT,1990,71.32014509449999
Vanuatu,VUT,1995,71.59723532
Vanuatu,VUT,2000,71.13406449579999
Vanuatu,VUT,2005,74.7404048872
Vanuatu,VUT,2006,69.7573774121
Vanuatu,VUT,2010,52.7507284665
Vanuatu,VUT,2016,57.2246719834
Venezuela,VEN,1990,61.955987348
Venezuela,VEN,1995,54.7558524068
Venezuela,VEN,2000,49.982362483100005
Venezuela,VEN,2005,42.8554663379
Venezuela,VEN,2006,42.5341714954
Venezuela,VEN,2010,37.355002076299996
Venezuela,VEN,2016,38.9805226912
Vietnam,VNM,1990,68.287595521
Vietnam,VNM,1995,66.3331472741
Vietnam,VNM,2000,64.6206455976
Vietnam,VNM,2005,64.5901236163
Vietnam,VNM,2006,63.06643164050001
Vietnam,VNM,2010,56.6938297049
Vietnam,VNM,2016,51.0354384859
Wales,,1990,47.206980167299996
Wales,,1995,40.7257189291
Wales,,2000,33.3241874229
Wales,,2005,25.8934590627
Wales,,2006,24.567381773
Wales,,2010,21.536438717299998
Wales,,2016,20.2660722457
Western Europe,,1990,38.5783333849
Western Europe,,1995,32.2795540664
Western Europe,,2000,26.7560750768
Western Europe,,2005,21.687966964
Western Europe,,2006,20.8428749338
Western Europe,,2010,18.5396643742
Western Europe,,2016,16.7010652616
Western Sub-Saharan Africa,,1990,123.101716662
Western Sub-Saharan Africa,,1995,119.339676294
Western Sub-Saharan Africa,,2000,116.034789756
Western Sub-Saharan Africa,,2005,99.139003571
Western Sub-Saharan Africa,,2006,97.5441760775
Western Sub-Saharan Africa,,2010,90.7945462501
Western Sub-Saharan Africa,,2016,108.316516156
World,OWID_WRL,1990,90.918154369
World,OWID_WRL,1995,87.7192458749
World,OWID_WRL,2000,81.7548608997
World,OWID_WRL,2005,74.888048227
World,OWID_WRL,2006,72.53041280800001
World,OWID_WRL,2010,66.75788825800001
World,OWID_WRL,2016,62.4593141096
Yemen,YEM,1990,158.344140065
Yemen,YEM,1995,153.417153149
Yemen,YEM,2000,146.21223278300002
