Entity,Code,Year,"Death rate from ozone (per 100,000)","Death rate from ambient particulate matter (per 100,000 people)","Death rate from indoor solid fuels (per 100,000 people)"
India,IND,2015,8.216546848,83.13239669,74.49457189
Indonesia,IDN,1990,0.703535807,29.33529904,50.548953
Indonesia,IDN,1995,0.487440684,29.13157514,42.81000583
Indonesia,IDN,2000,0.30855233,30.40513548,36.86091804
Indonesia,IDN,2005,0.276995047,31.36502928,34.91509124
Indonesia,IDN,2010,0.352221309,29.39116384,31.44879884
Indonesia,IDN,2015,0.38814942,30.52217944,22.73986756
Iran,IRN,1990,0.621329446,40.29609554,6.292395847
Iran,IRN,1995,0.660075011,35.91431596,2.798714195
Iran,IRN,2000,0.75045823,35.9933998,1.462661021
Iran,IRN,2005,1.074585816,38.78526331,0.827033182
Iran,IRN,2010,1.255966527,42.37238027,0.630944123
Iran,IRN,2015,1.299388805,42.13164211,0.568505857
Iraq,IRQ,1990,0.480520612,55.74520328,5.721377238
Iraq,IRQ,1995,0.516428918,56.91021215,4.128377623
Iraq,IRQ,2000,0.52454352,55.23434957,4.178312884
Iraq,IRQ,2005,0.495233644,52.81181657,4.864321454
Iraq,IRQ,2010,0.464318691,56.71786494,1.585997416
Iraq,IRQ,2015,0.440707117,43.05498442,0.78310386
Ireland,IRL,1990,1.233135208,41.45083658,0
Ireland,IRL,1995,1.327680457,38.78554271,0
Ireland,IRL,2000,1.272492955,33.9635968,0
Ireland,IRL,2005,1.087317469,26.22357279,0
Ireland,IRL,2010,0.999326403,22.81482593,0
Ireland,IRL,2015,1.02655622,23.81972154,0
Israel,ISR,1990,1.898603841,37.42113186,0
Israel,ISR,1995,1.758797589,34.78333238,0
Israel,ISR,2000,1.916414294,29.01122789,0
Israel,ISR,2005,1.875651651,25.73954989,0
Israel,ISR,2010,1.714762948,23.7374974,0
Israel,ISR,2015,1.773532676,26.50426468,0
Italy,ITA,1990,4.029334013,51.77666899,0
Italy,ITA,1995,4.02718033,49.02592627,0
Italy,ITA,2000,4.184837599,46.27563758,0
Italy,ITA,2005,4.394378993,42.06084122,0
Italy,ITA,2010,4.301522131,41.50182067,0
Italy,ITA,2015,4.641672786,53.72718442,0
Jamaica,JAM,1990,0.192521202,30.12473462,35.45987711
Jamaica,JAM,1995,0.25094098,31.26412921,28.71138277
Jamaica,JAM,2000,0.329262662,30.23050085,17.99949823
Jamaica,JAM,2005,0.323126142,27.47232211,13.18152936
Jamaica,JAM,2010,0.355898374,25.2989179,12.57784461
Jamaica,JAM,2015,0.398466864,31.69055563,10.45043027
Japan,JPN,1990,0.974372961,30.99790774,0
Japan,JPN,1995,1.041849646,32.67097054,0
Japan,JPN,2000,1.082357903,33.34363282,0
Japan,JPN,2005,1.270649682,38.2171711,0
Japan,JPN,2010,1.528346911,40.226485,0
Japan,JPN,2015,1.827423876,47.24958562,0
Jordan,JOR,1990,0.857418399,29.82487204,0.307244204
Jordan,JOR,1995,0.726655844,25.6060448,0.124116127
Jordan,JOR,2000,0.672245824,23.16817845,0.070236206
Jordan,JOR,2005,0.637983794,20.77075915,0.047270228
Jordan,JOR,2010,0.439068799,17.39927102,0.019585461
Jordan,JOR,2015,0.454051178,18.26688385,0.013182357
Kazakhstan,KAZ,1990,1.628494101,59.2247874,59.18566021
Kazakhstan,KAZ,1995,1.891758802,71.35854103,67.84732104
Kazakhstan,KAZ,2000,1.518884437,68.88729986,53.56181064
Kazakhstan,KAZ,2005,1.468504615,67.67504383,43.05905895
Kazakhstan,KAZ,2010,1.34544407,57.35707819,23.25895766
Kazakhstan,KAZ,2015,1.382330811,57.67059629,17.7644557
Kenya,KEN,1990,0.104226285,22.01757598,74.59675544
Kenya,KEN,1995,0.106554251,20.17764055,65.4948235
Kenya,KEN,2000,0.099939916,18.32106209,58.62581311
Kenya,KEN,2005,0.097468592,15.97237715,52.98146862
Kenya,KEN,2010,0.103855609,15.22616803,50.00988604
Kenya,KEN,2015,0.110930216,15.0637381,44.14849391
Kiribati,KIR,1990,0,8.877846267,62.86335993
Kiribati,KIR,1995,0.0000169793,8.89253788,56.02249294
Kiribati,KIR,2000,0.0000125411,9.210156713,51.75980623
Kiribati,KIR,2005,0,8.031098696,46.33317876
Kiribati,KIR,2010,0,3.62076571,40.23221263
Kiribati,KIR,2015,0.0000221312,3.907501741,33.99421112
Kuwait,KWT,1990,0.112976716,17.21212466,0.131995819
Kuwait,KWT,1995,0.192062066,22.03380282,0.108994914
Kuwait,KWT,2000,0.184879571,20.23855341,0.081102621
Kuwait,KWT,2005,0.237710424,22.31624676,0.069215724
Kuwait,KWT,2010,0.196378619,22.58785535,0.046496157
Kuwait,KWT,2015,0.172629348,17.60319574,0.029171397
Kyrgyzstan,KGZ,1990,4.627944509,61.02194893,94.09690974
Kyrgyzstan,KGZ,1995,4.59804105,57.52591533,85.41201823
Kyrgyzstan,KGZ,2000,3.716407446,51.65556213,67.90646003
Kyrgyzstan,KGZ,2005,3.474695404,52.47815861,59.46189049
Kyrgyzstan,KGZ,2010,2.633138865,48.60384215,43.90694667
Kyrgyzstan,KGZ,2015,2.329829476,45.6761336,32.53948234
Laos,LAO,1990,0.549867673,87.28405228,144.4527297
Laos,LAO,1995,0.639722748,78.03247427,126.6328618
Laos,LAO,2000,0.718790716,66.90245355,107.3957654
Laos,LAO,2005,0.837636071,59.28546307,89.15201179
Laos,LAO,2010,1.008817071,48.05336939,73.20889272
Laos,LAO,2015,1.167391201,44.50692795,60.83431654
Latvia,LVA,1990,0.925780296,124.6862812,53.32520232
Latvia,LVA,1995,0.825043571,133.1186388,52.5278796
Latvia,LVA,2000,0.479265282,102.0423952,34.12614169
Latvia,LVA,2005,0.503780029,103.0759886,27.649806
Latvia,LVA,2010,0.467376822,89.66299356,18.71165005
Latvia,LVA,2015,0.464635787,94.54363608,14.40019842
Lebanon,LBN,1990,1.32802088,47.47441271,0.078876474
Lebanon,LBN,1995,1.137811432,38.46713225,0.041153345
Lebanon,LBN,2000,1.003406669,33.23996207,0.024320548
Lebanon,LBN,2005,0.974137492,31.63353249,0.015913112
Lebanon,LBN,2010,1.077968136,36.38503549,0.011694282
Lebanon,LBN,2015,1.060885188,36.88623838,0.00783611
Lesotho,LSO,1990,1.303397676,42.57904366,92.12336154
Lesotho,LSO,1995,1.299827363,41.86529259,87.01903862
Lesotho,LSO,2000,1.493517448,47.58417781,94.94359256
Lesotho,LSO,2005,2.101138307,61.32328417,122.5478831
Lesotho,LSO,2010,2.065691478,53.83902462,112.8137228
Lesotho,LSO,2015,2.002755718,53.47131519,96.40021017
Liberia,LBR,1990,0.287338185,27.10617555,143.5874146
Liberia,LBR,1995,0.264955656,24.21582467,131.6949143
Liberia,LBR,2000,0.263167294,19.99795495,102.3024321
Liberia,LBR,2005,0.273714295,15.77767689,84.28437868
Liberia,LBR,2010,0.296606322,15.07649431,76.71836065
Liberia,LBR,2015,0.283727491,11.09229561,67.1563379
Libya,LBY,1990,0.415032673,28.2044115,2.81456505
Libya,LBY,1995,0.420555307,26.4712231,2.007146031
Libya,LBY,2000,0.464243476,28.21743838,1.850690569
Libya,LBY,2005,0.486424051,29.27385795,1.589547901
Libya,LBY,2010,0.513728537,32.59976511,1.300035819
Libya,LBY,2015,0.617936803,41.47020809,1.108985452
Lithuania,LTU,1990,1.786524263,102.3721183,41.40163073
Lithuania,LTU,1995,1.568650077,103.8672635,38.78316493
Lithuania,LTU,2000,1.152176173,81.62769955,26.24834597
Lithuania,LTU,2005,1.064803291,86.1950044,22.01197494
Lithuania,LTU,2010,0.905582692,84.77220545,16.04373101
Lithuania,LTU,2015,0.906608148,86.74910641,12.40974525
Luxembourg,LUX,1990,1.96193796,65.24645141,0
Luxembourg,LUX,1995,2.00363047,53.1588099,0
Luxembourg,LUX,2000,1.804087515,44.25687366,0
Luxembourg,LUX,2005,1.693845115,38.67666528,0
Luxembourg,LUX,2010,1.612593405,33.20218821,0
Luxembourg,LUX,2015,1.56074293,31.52172139,0
Macedonia,MKD,1990,1.682906441,72.80235877,59.98576526
Macedonia,MKD,1995,1.73054741,76.51303313,57.91576114
Macedonia,MKD,2000,1.560072997,75.21156222,54.14259504
Macedonia,MKD,2005,1.66952741,72.59363192,52.51005059
Macedonia,MKD,2010,1.59219162,77.40862202,47.72140819
Macedonia,MKD,2015,1.523846913,77.81137247,36.32617299
Madagascar,MDG,1990,0.112917633,42.93202946,127.665489
Madagascar,MDG,1995,0.10366839,41.35631607,121.9636295
Madagascar,MDG,2000,0.103208993,36.86529817,106.3110889
Madagascar,MDG,2005,0.113488136,31.72855941,92.93127223
Madagascar,MDG,2010,0.127614874,29.63205043,89.33999925
Madagascar,MDG,2015,0.147581216,31.18517925,85.71718354
Malawi,MWI,1990,0.252543941,44.59297052,106.7568897
Malawi,MWI,1995,0.313850569,46.49011244,110.8753611
Malawi,MWI,2000,0.334472748,47.76253481,113.396917
Malawi,MWI,2005,0.319996275,37.56190126,88.40233204
Malawi,MWI,2010,0.322456526,30.16381525,74.51332058
Malawi,MWI,2015,0.345601529,26.67689114,67.33380724
Malaysia,MYS,1990,0.476080868,26.44225024,7.652142813
Malaysia,MYS,1995,0.411746851,26.5821116,3.707348151
Malaysia,MYS,2000,0.318855859,26.46252688,1.559644988
Malaysia,MYS,2005,0.303521802,31.03255294,0.879883737
Malaysia,MYS,2010,0.382056396,29.07533199,0.769469716
Malaysia,MYS,2015,0.521068796,31.43344366,0.649929598
Maldives,MDV,1990,0.694289929,31.41729976,33.75551605
Maldives,MDV,1995,0.64582423,24.96979432,24.45359132
Maldives,MDV,2000,0.579906237,20.04432026,14.74404853
Maldives,MDV,2005,0.641328006,17.86566281,6.07556758
Maldives,MDV,2010,0.772676776,16.56019158,2.972137008
Maldives,MDV,2015,0.983120935,18.88308179,2.93105677
Mali,MLI,1990,0.591614798,67.10534799,108.2360162
Mali,MLI,1995,0.574066644,61.70651177,99.80699979
Mali,MLI,2000,0.476934338,52.69405665,86.18158172
Mali,MLI,2005,0.399235478,39.63160852,67.93040666
Mali,MLI,2010,0.373432908,37.25709976,60.94236742
Mali,MLI,2015,0.372681416,28.97946688,54.17204811
Malta,MLT,1990,2.088704787,38.82128512,0
Malta,MLT,1995,2.171856613,34.72427488,0
Malta,MLT,2000,2.202442738,34.57517596,0
Malta,MLT,2005,2.11302322,30.85240605,0
Malta,MLT,2010,2.111810136,36.56987392,0
Malta,MLT,2015,2.178621617,39.63451018,0
Marshall Islands,MHL,1990,0,23.27509719,21.87794307
Marshall Islands,MHL,1995,0,23.17495964,23.1167709
Marshall Islands,MHL,2000,0,24.60726828,26.8815842
Marshall Islands,MHL,2005,0,25.35855165,25.79640423
Marshall Islands,MHL,2010,0,24.51957262,20.87592293
Marshall Islands,MHL,2015,0,24.30971217,15.500476
Mauritania,MRT,1990,0.182089661,65.72370185,79.39153002
Mauritania,MRT,1995,0.144657088,62.73651379,74.13196145
Mauritania,MRT,2000,0.111047734,57.00876936,66.72505406
Mauritania,MRT,2005,0.097622228,42.38787806,55.2899146
Mauritania,MRT,2010,0.093094121,39.21032767,44.64196681
Mauritania,MRT,2015,0.097581176,38.78590069,39.97719905
Mauritius,MUS,1990,0.075592243,44.67055842,15.86042781
Mauritius,MUS,1995,0.072768052,47.63206525,10.01224227
Mauritius,MUS,2000,0.081953391,47.96161084,4.901480133
Mauritius,MUS,2005,0.084221523,42.52587096,3.009798093
Mauritius,MUS,2010,0.098754947,32.11385047,3.066157296
Mauritius,MUS,2015,0.137190864,35.32340634,3.069213562
Mexico,MEX,1990,0.953983818,21.18161356,13.78289162
Mexico,MEX,1995,1.05515528,21.30181674,11.58713785
Mexico,MEX,2000,1.141056782,20.76149394,10.12484208
Mexico,MEX,2005,1.23871414,20.60660045,9.348415188
Mexico,MEX,2010,1.290240016,19.85423005,8.570646605
Mexico,MEX,2015,1.463580065,22.82036876,7.205351721
Micronesia (country),FSM,1990,0.0000610472,21.62521414,48.83604124
Micronesia (country),FSM,1995,0.0000976551,21.42112498,41.67250881
Micronesia (country),FSM,2000,0.0000124365,20.22842964,37.02137619
Micronesia (country),FSM,2005,0.000350515,20.78079269,34.29353819
Micronesia (country),FSM,2010,0.00061808,16.30214538,29.3607678
Micronesia (country),FSM,2015,0.001870765,18.60421326,24.10334419
Moldova,MDA,1990,2.724953811,94.90619996,84.75807845
Moldova,MDA,1995,2.820020563,106.6480298,99.59206218
Moldova,MDA,2000,2.076760029,82.72791747,69.07569477
Moldova,MDA,2005,2.102013241,81.11992502,41.04631953
Moldova,MDA,2010,1.893344051,85.76217224,23.26324175
Moldova,MDA,2015,1.50277674,70.86693076,13.47428915
Mongolia,MNG,1990,0.438454572,53.39859636,110.3032148
Mongolia,MNG,1995,0.459803459,46.83974257,94.15061795
Mongolia,MNG,2000,0.397147778,48.47458622,83.51392462
Mongolia,MNG,2005,0.297316842,46.45659064,76.45774167
Mongolia,MNG,2010,0.252605832,46.27449671,64.28067572
Mongolia,MNG,2015,0.268761255,49.56081393,48.09007514
Montenegro,MNE,1990,0.510121527,55.90842338,70.02562634
Montenegro,MNE,1995,0.616315992,64.17061086,71.35610213
Montenegro,MNE,2000,0.652784502,67.32768379,62.39910144
Montenegro,MNE,2005,0.639888549,63.42837587,54.96878875
Montenegro,MNE,2010,0.599474561,64.09033667,56.56120484
Montenegro,MNE,2015,0.636248069,70.09397959,55.62848528
Morocco,MAR,1990,0.268878102,26.25881461,12.68740016
Morocco,MAR,1995,0.310375162,24.97129899,8.930758486
Morocco,MAR,2000,0.337151028,23.8286666,5.978479021
Morocco,MAR,2005,0.36689305,24.68083403,4.611927216
Morocco,MAR,2010,0.401499983,25.09377373,4.405983782
Morocco,MAR,2015,0.438809093,28.41970418,3.717931031
Mozambique,MOZ,1990,0.145267859,38.56944968,108.3347132
Mozambique,MOZ,1995,0.151082645,34.97099096,97.22839459
Mozambique,MOZ,2000,0.183571569,32.91380999,88.48338039
Mozambique,MOZ,2005,0.202060392,28.55898929,76.11003821
Mozambique,MOZ,2010,0.238673965,25.34350497,71.10546576
Mozambique,MOZ,2015,0.266304369,23.67002016,65.12235268
Myanmar,MMR,1990,2.52924965,74.22639173,91.579539
Myanmar,MMR,1995,2.782691809,69.91241826,85.21787822
Myanmar,MMR,2000,3.003438724,66.68445421,80.30983154
Myanmar,MMR,2005,3.302128243,63.12571932,72.02158449
Myanmar,MMR,2010,3.750390169,55.76448166,62.37302441
Myanmar,MMR,2015,4.363940752,57.5404556,56.4313028
Namibia,NAM,1990,1.544856241,40.20925844,86.79236635
Namibia,NAM,1995,1.600867472,38.89781656,80.17363143
Namibia,NAM,2000,1.847945532,47.50347871,88.8963521
Namibia,NAM,2005,1.661218448,40.16902822,75.2107997
Namibia,NAM,2010,1.268808683,28.32671453,54.98211831
Namibia,NAM,2015,1.240946131,25.00952105,46.17888189
Nepal,NPL,1990,2.620844862,87.97089104,108.9945319
Nepal,NPL,1995,2.87631683,74.98326013,86.23907925
Nepal,NPL,2000,3.159701737,62.54675682,75.88109002
Nepal,NPL,2005,3.870854198,59.93411178,72.93305243
Nepal,NPL,2010,4.936205369,59.68505866,72.84486783
Nepal,NPL,2015,6.031118755,64.19781712,64.33403469
Netherlands,NLD,1990,1.194353899,54.63824491,0
Netherlands,NLD,1995,1.559125485,52.31726682,0
Netherlands,NLD,2000,1.88344311,49.18013001,0
Netherlands,NLD,2005,1.963942123,42.30691993,0
Netherlands,NLD,2010,2.084452353,39.34791894,0
Netherlands,NLD,2015,2.37537206,39.46262877,0
New Zealand,NZL,1990,0.021209046,23.87654677,0
New Zealand,NZL,1995,0.024826889,21.6434928,0
New Zealand,NZL,2000,0.028857113,19.35532928,0
New Zealand,NZL,2005,0.031972465,16.78144909,0
New Zealand,NZL,2010,0.036907105,12.70780485,0
New Zealand,NZL,2015,0.0443316,13.43864569,0
Nicaragua,NIC,1990,0.033682977,19.24451499,30.10374494
Nicaragua,NIC,1995,0.043436938,17.4051238,25.4287821
Nicaragua,NIC,2000,0.060684357,16.76719548,22.37256849
Nicaragua,NIC,2005,0.093275975,17.96985598,22.78814645
Nicaragua,NIC,2010,0.125627241,16.68485202,21.64605394
Nicaragua,NIC,2015,0.145174977,19.90025194,19.23471573
Niger,NER,1990,0.314083877,150.4138228,184.0445097
Niger,NER,1995,0.245451474,136.9684818,168.0227229
Niger,NER,2000,0.20402083,113.7183164,140.2516733
Niger,NER,2005,0.221894447,88.18187052,113.3546233
Niger,NER,2010,0.249141976,70.4244012,89.3545337
Niger,NER,2015,0.277944901,53.35546448,84.6186711
Nigeria,NGA,1990,0.668315488,80.23687406,108.9723432
Nigeria,NGA,1995,0.482551923,72.63515145,98.04217843
Nigeria,NGA,2000,0.41260264,64.50894871,85.74781241
Nigeria,NGA,2005,0.396723954,48.47554083,69.07226634
Nigeria,NGA,2010,0.330537478,37.47998853,56.69191596
Nigeria,NGA,2015,0.310901191,27.88011916,45.53059407
North Korea,PRK,1990,3.625297904,45.75267958,67.51374458
North Korea,PRK,1995,4.502300726,50.47236336,72.86756299
North Korea,PRK,2000,5.421869719,57.69584095,81.0386613
North Korea,PRK,2005,6.231866428,63.5520264,86.63913468
North Korea,PRK,2010,7.085429388,67.20289239,89.20567925
North Korea,PRK,2015,8.139103738,74.87435942,86.15842089
Northern Mariana Islands,MNP,1990,0.479481787,12.46441825,10.46025864
Northern Mariana Islands,MNP,1995,0.413949465,10.07942774,6.699852383
Northern Mariana Islands,MNP,2000,0.342018893,8.52855228,4.612671546
Northern Mariana Islands,MNP,2005,0.308081917,8.258117305,3.489838855
Northern Mariana Islands,MNP,2010,0.274009176,7.85156808,2.689989378
Northern Mariana Islands,MNP,2015,0.27250162,8.878522931,2.106802094
Norway,NOR,1990,0.620756373,53.45299724,0
Norway,NOR,1995,0.785949942,47.19012359,0
Norway,NOR,2000,1.009334392,41.13880859,0
Norway,NOR,2005,1.066595632,31.87764669,0
Norway,NOR,2010,1.110233097,29.01130938,0
Norway,NOR,2015,1.049101957,27.12399,0
Oman,OMN,1990,0.283278246,27.6812556,2.331569158
Oman,OMN,1995,0.2701016,22.50478428,1.186524332
Oman,OMN,2000,0.324336611,21.90544328,1.060329396
Oman,OMN,2005,0.358684565,20.87564935,0.889222338
Oman,OMN,2010,0.487318721,22.61885093,0.753184349
Oman,OMN,2015,0.413674979,20.00599052,0.50808012
Pakistan,PAK,1990,1.480298852,76.24306018,83.12849677
Pakistan,PAK,1995,1.881979006,79.71368032,81.90476219
Pakistan,PAK,2000,2.162073361,79.91864113,85.76196269
Pakistan,PAK,2005,2.34713043,75.15421603,78.03724147
Pakistan,PAK,2010,2.490595762,72.5694932,66.50690339
Pakistan,PAK,2015,2.650563329,71.46772114,64.06586035
Palestine,PSE,1990,0.418855234,19.22868541,0.042105069
Palestine,PSE,1995,0.394482686,16.73445368,0.01510662
Palestine,PSE,2000,0.370119824,15.33138275,0.039251643
Palestine,PSE,2005,0.395161305,16.0326148,0.124503731
Palestine,PSE,2010,0.451256892,18.73009314,0.366247491
Palestine,PSE,2015,0.470402983,20.81893326,0.857575196
Panama,PAN,1990,0.056640295,18.84611265,18.73908041
Panama,PAN,1995,0.091952069,18.41243065,16.29534818
Panama,PAN,2000,0.133160199,17.76993304,12.83793536
Panama,PAN,2005,0.167805752,17.06150215,12.81794539
Panama,PAN,2010,0.213325734,15.20706428,11.45774004
Panama,PAN,2015,0.273703199,19.19797069,7.708511839
Papua New Guinea,PNG,1990,0.018469353,47.41217708,111.4502898
Papua New Guinea,PNG,1995,0.013289366,45.45120173,104.4334029
Papua New Guinea,PNG,2000,0.011018167,45.86255236,100.3619051
Papua New Guinea,PNG,2005,0.010157775,41.80699471,98.96518895
Papua New Guinea,PNG,2010,0.011361045,35.59290199,93.38284726
Papua New Guinea,PNG,2015,0.012843257,39.23084296,84.5973671
Paraguay,PRY,1990,0.177911045,23.49606511,37.06774733
Paraguay,PRY,1995,0.199068381,24.70104664,34.14888051
Paraguay,PRY,2000,0.25481454,23.61837687,32.936965
Paraguay,PRY,2005,0.377243396,24.88474129,32.21912484
Paraguay,PRY,2010,0.568002679,23.83092942,29.47795438
Paraguay,PRY,2015,0.828488555,23.49082206,23.91824091
Peru,PER,1990,0.055814928,37.76018857,57.41607747
Peru,PER,1995,0.068063662,34.53837126,38.90124208
Peru,PER,2000,0.083229105,29.80889694,29.27120076
Peru,PER,2005,0.119931542,31.21450136,28.29700243
Peru,PER,2010,0.187120043,26.1652749,25.57805274
Peru,PER,2015,0.252585642,26.76939766,21.08446206
Philippines,PHL,1990,0.078400262,36.88291763,46.31178454
Philippines,PHL,1995,0.094697708,33.44349097,35.47622473
Philippines,PHL,2000,0.118755179,33.84117736,31.69054689
Philippines,PHL,2005,0.157494833,38.6558735,37.5583506
Philippines,PHL,2010,0.199521969,38.71433728,43.90130343
Philippines,PHL,2015,0.25413126,40.26056849,40.83290987
Poland,POL,1990,1.511171649,109.7084372,34.11585349
Poland,POL,1995,1.367666664,94.12902873,26.21582244
Poland,POL,2000,1.350739149,77.79765874,20.40204709
Poland,POL,2005,1.414540475,73.58737057,18.65772356
Poland,POL,2010,1.492571209,76.85686578,17.06875628
Poland,POL,2015,1.458188035,71.59008528,14.29246768
Portugal,PRT,1990,2.051431875,44.67866675,0
Portugal,PRT,1995,2.398009019,43.31241071,0
Portugal,PRT,2000,2.832630707,41.8576441,0
Portugal,PRT,2005,2.855822095,38.27045148,0
Portugal,PRT,2010,2.526899698,33.70838822,0
Portugal,PRT,2015,2.218017107,34.03782612,0
Puerto Rico,PRI,1990,0.268476174,41.33412149,0.059102291
Puerto Rico,PRI,1995,0.408363349,43.26950002,0.023322957
Puerto Rico,PRI,2000,0.477393496,48.00729512,0.018704002
Puerto Rico,PRI,2005,0.538403492,43.4914371,0.01857333
Puerto Rico,PRI,2010,0.580406458,41.03266692,0.016840842
Puerto Rico,PRI,2015,0.559482396,41.51783942,0.013489559
Qatar,QAT,1990,0.356303508,21.57203708,0.022193561
Qatar,QAT,1995,0.444112402,24.51360051,0.016314921
Qatar,QAT,2000,0.536042262,26.19354345,0.013989906
Qatar,QAT,2005,0.432178877,20.43314889,0.009284674
Qatar,QAT,2010,0.249593472,12.01914638,0.003898538
Qatar,QAT,2015,0.280494419,11.06413038,0.002763305
Russia,RUS,1990,0.974238083,90.3140055,33.18791278
Russia,RUS,1995,1.098292068,109.8917797,38.26211905
Russia,RUS,2000,1.068121583,107.9676673,31.62833164
Russia,RUS,2005,0.917692341,110.1671602,20.94424854
Russia,RUS,2010,0.73704723,97.34776104,11.85847796
Russia,RUS,2015,0.748514958,92.45004039,8.639661246
Rwanda,RWA,1990,0.554116832,77.09595957,134.1890427
Rwanda,RWA,1995,0.61997016,97.30544407,167.8935252
Rwanda,RWA,2000,0.611878249,80.86495218,139.0890218
Rwanda,RWA,2005,0.365758524,47.53709945,86.21109882
Rwanda,RWA,2010,0.371667329,34.85300404,65.55701839
Rwanda,RWA,2015,0.393015444,35.89236294,63.47859744
Saint Lucia,LCA,1990,0.109899952,36.49383725,38.21785213
Saint Lucia,LCA,1995,0.135741004,37.46272996,26.82452614
Saint Lucia,LCA,2000,0.153507995,35.09387898,18.09813839
Saint Lucia,LCA,2005,0.151197264,30.71921819,12.10852715
Saint Lucia,LCA,2010,0.139726433,27.32621797,7.869530964
Saint Lucia,LCA,2015,0.152109499,29.65637541,7.319365977
Saint Vincent and the Grenadines,VCT,1990,0.045854154,32.20656363,53.95759363
Saint Vincent and the Grenadines,VCT,1995,0.054777718,35.13155389,47.56331909
Saint Vincent and the Grenadines,VCT,2000,0.06446262,36.35253233,26.51831019
Saint Vincent and the Grenadines,VCT,2005,0.067692235,32.98402589,12.67574698
Saint Vincent and the Grenadines,VCT,2010,0.063063351,29.52473587,7.956150512
Saint Vincent and the Grenadines,VCT,2015,0.071431549,32.68026921,6.377765385
Samoa,WSM,1990,0.0000273313,5.960384442,41.74021597
Samoa,WSM,1995,0.0000291169,6.097802907,39.08297513
Samoa,WSM,2000,0.00000263166,6.181612844,37.52092889
Samoa,WSM,2005,0.00000762336,6.184628,36.595852
Samoa,WSM,2010,0.00000242589,2.790573853,35.28654634
Samoa,WSM,2015,0.0000223867,4.193469795,31.71902208
Sao Tome and Principe,STP,1990,1.626316589,38.91717061,130.8552572
Sao Tome and Principe,STP,1995,1.649045771,37.19593806,122.6224122
Sao Tome and Principe,STP,2000,1.706177864,36.28971172,115.3846737
Sao Tome and Principe,STP,2005,1.698973028,33.34895882,101.1116314
Sao Tome and Principe,STP,2010,1.544745646,26.22494649,82.10674278
Sao Tome and Principe,STP,2015,1.406058618,24.26542487,66.2909064
Saudi Arabia,SAU,1990,0.209419409,25.4174025,1.001657711
Saudi Arabia,SAU,1995,0.219718595,24.45312566,0.657930559
Saudi Arabia,SAU,2000,0.227632768,24.28215958,0.526656822
Saudi Arabia,SAU,2005,0.237139511,23.44850655,0.367233906
Saudi Arabia,SAU,2010,0.241584257,25.13517975,0.267128144
Saudi Arabia,SAU,2015,0.263771381,25.56440013,0.214649572
Senegal,SEN,1990,0.206855907,47.95873247,83.92299642
Senegal,SEN,1995,0.174063018,45.55649939,77.21436559
Senegal,SEN,2000,0.157305522,43.66092908,68.50927603
Senegal,SEN,2005,0.157746513,33.49109029,60.52968092
Senegal,SEN,2010,0.162180777,32.66422136,59.06758597
Senegal,SEN,2015,0.164471317,33.21752593,55.62629085
Serbia,SRB,1990,1.689692726,71.68890443,77.43550232
Serbia,SRB,1995,2.054785728,79.00976343,84.06728739
Serbia,SRB,2000,2.322714863,88.76760257,88.20240037
Serbia,SRB,2005,2.421298632,83.07967219,75.16912883
Serbia,SRB,2010,2.366867375,83.93343887,63.53625213
Serbia,SRB,2015,2.173643588,80.90484189,58.42550308
Seychelles,SYC,1990,0.002343257,45.62750401,8.689434617
Seychelles,SYC,1995,0.001584914,42.81931033,5.377280831
Seychelles,SYC,2000,0.001281517,41.91098269,3.365303201
Seychelles,SYC,2005,0.002019337,38.01311541,2.203785152
Seychelles,SYC,2010,0.002594131,32.57354838,1.726949085
Seychelles,SYC,2015,0.005041146,29.50499766,1.270782286
Sierra Leone,SLE,1990,0.610815914,59.51662897,156.4332983
Sierra Leone,SLE,1995,0.449645359,52.97089228,140.8490352
Sierra Leone,SLE,2000,0.410505254,49.64289255,131.2318142
Sierra Leone,SLE,2005,0.494118467,41.04494874,117.4096367
Sierra Leone,SLE,2010,0.513774285,39.77409797,103.8463204
Sierra Leone,SLE,2015,0.494971164,29.45364395,90.70762899
Singapore,SGP,1990,2.15078544,38.93352696,0
Singapore,SGP,1995,1.382619939,39.85393269,0
Singapore,SGP,2000,0.69170178,36.83328687,0
Singapore,SGP,2005,0.564754464,44.12820563,0
Singapore,SGP,2010,0.646853459,38.0354817,0
Singapore,SGP,2015,0.84432204,42.38849797,0
Slovakia,SVK,1990,0.973187707,107.0233644,21.72949025
Slovakia,SVK,1995,0.81426715,87.90967404,13.36911955
Slovakia,SVK,2000,0.954517236,79.16293689,8.047679148
Slovakia,SVK,2005,1.020990112,75.24057291,5.994735693
Slovakia,SVK,2010,1.075364435,70.91693697,5.586602856
Slovakia,SVK,2015,0.9914148,63.23078414,4.522741801
Slovenia,SVN,1990,2.474524263,59.8386745,33.13013294
Slovenia,SVN,1995,2.735504313,56.58767768,26.18799917
Slovenia,SVN,2000,2.660463178,49.60927181,18.31822301
Slovenia,SVN,2005,2.380786464,46.62614956,13.88073724
Slovenia,SVN,2010,2.136923831,42.98206186,11.72606862
Slovenia,SVN,2015,2.27143064,50.3743242,10.25244128
Solomon Islands,SLB,1990,0.000280177,19.76068452,82.02808094
Solomon Islands,SLB,1995,0.00013586,18.56922317,74.63126676
Solomon Islands,SLB,2000,0.0000791339,18.49477412,72.81831931
